"group","trial_name","trial_type","video_name","trialID","feedback","target","distractor1","distractor2","distractor3"
1,"Type4comp_trial1","Type4comp","FuncComp_counterbleed_3_right.mp4",27,NA,"smashed_left_3.jpg","unsmashed_left_3.jpg","smashed_right_3.jpg","unsmashed_right_3.jpg"
1,"Type4comp_trial2","Type4comp","FuncComp_counterbleed_3_left.mp4",28,NA,"smashed_right_3.jpg","unsmashed_right_3.jpg","smashed_left_3.jpg","unsmashed_left_3.jpg"
1,"Type4comp_trial3","Type4comp","FuncComp_counterbleed_2_left.mp4",29,NA,"smashed_right_2.jpg","unsmashed_right_2.jpg","smashed_left_2.jpg","unsmashed_left_2.jpg"
1,"Type4comp_trial4","Type4comp","FuncComp_counterbleed_2_right.mp4",30,NA,"smashed_left_2.jpg","unsmashed_left_2.jpg","smashed_right_2.jpg","unsmashed_right_2.jpg"
1,"Type4comp_trial5","Type4comp","FuncComp_counterbleed_1_left.mp4",31,NA,"smashed_right_1.jpg","unsmashed_right_1.jpg","smashed_left_1.jpg","unsmashed_left_1.jpg"
1,"Type4comp_trial6","Type4comp","FuncComp_counterbleed_1_right.mp4",32,NA,"smashed_left_1.jpg","unsmashed_left_1.jpg","smashed_right_1.jpg","unsmashed_right_1.jpg"
2,"Type4comp_trial1","Type4comp","FuncComp_bleed_2_left.mp4",27,NA,"unsmashed_right_2.jpg","smashed_right_2.jpg","unsmashed_left_2.jpg","smashed_left_2.jpg"
2,"Type4comp_trial2","Type4comp","FuncComp_bleed_2_right.mp4",28,NA,"unsmashed_left_2.jpg","smashed_left_2.jpg","unsmashed_right_2.jpg","smashed_right_2.jpg"
2,"Type4comp_trial3","Type4comp","FuncComp_bleed_1_left.mp4",29,NA,"unsmashed_right_1.jpg","smashed_right_1.jpg","unsmashed_left_1.jpg","smashed_left_1.jpg"
2,"Type4comp_trial4","Type4comp","FuncComp_bleed_1_right.mp4",30,NA,"unsmashed_left_1.jpg","smashed_left_1.jpg","unsmashed_right_1.jpg","smashed_right_1.jpg"
2,"Type4comp_trial5","Type4comp","FuncComp_bleed_3_right.mp4",31,NA,"unsmashed_left_3.jpg","smashed_left_3.jpg","unsmashed_right_3.jpg","smashed_right_3.jpg"
2,"Type4comp_trial6","Type4comp","FuncComp_bleed_3_left.mp4",32,NA,"unsmashed_right_3.jpg","smashed_right_3.jpg","unsmashed_left_3.jpg","smashed_left_3.jpg"
3,"Type4comp_trial1","Type4comp","FuncComp_counterbleed_1_right.mp4",27,NA,"smashed_left_1.jpg","unsmashed_left_1.jpg","smashed_right_1.jpg","unsmashed_right_1.jpg"
3,"Type4comp_trial2","Type4comp","FuncComp_counterbleed_1_left.mp4",28,NA,"smashed_right_1.jpg","unsmashed_right_1.jpg","smashed_left_1.jpg","unsmashed_left_1.jpg"
3,"Type4comp_trial3","Type4comp","FuncComp_counterbleed_2_right.mp4",29,NA,"smashed_left_2.jpg","unsmashed_left_2.jpg","smashed_right_2.jpg","unsmashed_right_2.jpg"
3,"Type4comp_trial4","Type4comp","FuncComp_counterbleed_2_left.mp4",30,NA,"smashed_right_2.jpg","unsmashed_right_2.jpg","smashed_left_2.jpg","unsmashed_left_2.jpg"
3,"Type4comp_trial5","Type4comp","FuncComp_counterbleed_3_right.mp4",31,NA,"smashed_left_3.jpg","unsmashed_left_3.jpg","smashed_right_3.jpg","unsmashed_right_3.jpg"
3,"Type4comp_trial6","Type4comp","FuncComp_counterbleed_3_left.mp4",32,NA,"smashed_right_3.jpg","unsmashed_right_3.jpg","smashed_left_3.jpg","unsmashed_left_3.jpg"
4,"Type4comp_trial1","Type4comp","FuncComp_bleed_3_left.mp4",27,NA,"unsmashed_right_3.jpg","smashed_right_3.jpg","unsmashed_left_3.jpg","smashed_left_3.jpg"
4,"Type4comp_trial2","Type4comp","FuncComp_bleed_3_right.mp4",28,NA,"unsmashed_left_3.jpg","smashed_left_3.jpg","unsmashed_right_3.jpg","smashed_right_3.jpg"
4,"Type4comp_trial3","Type4comp","FuncComp_bleed_1_left.mp4",29,NA,"unsmashed_right_1.jpg","smashed_right_1.jpg","unsmashed_left_1.jpg","smashed_left_1.jpg"
4,"Type4comp_trial4","Type4comp","FuncComp_bleed_1_right.mp4",30,NA,"unsmashed_left_1.jpg","smashed_left_1.jpg","unsmashed_right_1.jpg","smashed_right_1.jpg"
4,"Type4comp_trial5","Type4comp","FuncComp_bleed_2_left.mp4",31,NA,"unsmashed_right_2.jpg","smashed_right_2.jpg","unsmashed_left_2.jpg","smashed_left_2.jpg"
4,"Type4comp_trial6","Type4comp","FuncComp_bleed_2_right.mp4",32,NA,"unsmashed_left_2.jpg","smashed_left_2.jpg","unsmashed_right_2.jpg","smashed_right_2.jpg"
5,"Type4comp_trial1","Type4comp","FuncComp_counterfeed_3_right.mp4",27,NA,"unsmashed_left_3.jpg","smashed_left_3.jpg","unsmashed_right_3.jpg","smashed_right_3.jpg"
5,"Type4comp_trial2","Type4comp","FuncComp_counterfeed_3_left.mp4",28,NA,"unsmashed_right_3.jpg","smashed_right_3.jpg","unsmashed_left_3.jpg","smashed_left_3.jpg"
5,"Type4comp_trial3","Type4comp","FuncComp_counterfeed_1_left.mp4",29,NA,"unsmashed_right_1.jpg","smashed_right_1.jpg","unsmashed_left_1.jpg","smashed_left_1.jpg"
5,"Type4comp_trial4","Type4comp","FuncComp_counterfeed_1_right.mp4",30,NA,"unsmashed_left_1.jpg","smashed_left_1.jpg","unsmashed_right_1.jpg","smashed_right_1.jpg"
5,"Type4comp_trial5","Type4comp","FuncComp_counterfeed_2_left.mp4",31,NA,"unsmashed_right_2.jpg","smashed_right_2.jpg","unsmashed_left_2.jpg","smashed_left_2.jpg"
5,"Type4comp_trial6","Type4comp","FuncComp_counterfeed_2_right.mp4",32,NA,"unsmashed_left_2.jpg","smashed_left_2.jpg","unsmashed_right_2.jpg","smashed_right_2.jpg"
6,"Type4comp_trial1","Type4comp","FuncComp_counterfeed_1_left.mp4",27,NA,"unsmashed_right_1.jpg","smashed_right_1.jpg","unsmashed_left_1.jpg","smashed_left_1.jpg"
6,"Type4comp_trial2","Type4comp","FuncComp_counterfeed_1_right.mp4",28,NA,"unsmashed_left_1.jpg","smashed_left_1.jpg","unsmashed_right_1.jpg","smashed_right_1.jpg"
6,"Type4comp_trial3","Type4comp","FuncComp_counterfeed_3_right.mp4",29,NA,"unsmashed_left_3.jpg","smashed_left_3.jpg","unsmashed_right_3.jpg","smashed_right_3.jpg"
6,"Type4comp_trial4","Type4comp","FuncComp_counterfeed_3_left.mp4",30,NA,"unsmashed_right_3.jpg","smashed_right_3.jpg","unsmashed_left_3.jpg","smashed_left_3.jpg"
6,"Type4comp_trial5","Type4comp","FuncComp_counterfeed_2_right.mp4",31,NA,"unsmashed_left_2.jpg","smashed_left_2.jpg","unsmashed_right_2.jpg","smashed_right_2.jpg"
6,"Type4comp_trial6","Type4comp","FuncComp_counterfeed_2_left.mp4",32,NA,"unsmashed_right_2.jpg","smashed_right_2.jpg","unsmashed_left_2.jpg","smashed_left_2.jpg"
7,"Type4comp_trial1","Type4comp","FuncComp_feed_2_left.mp4",27,NA,"smashed_right_2.jpg","unsmashed_right_2.jpg","smashed_left_2.jpg","unsmashed_left_2.jpg"
7,"Type4comp_trial2","Type4comp","FuncComp_feed_2_right.mp4",28,NA,"smashed_left_2.jpg","unsmashed_left_2.jpg","smashed_right_2.jpg","unsmashed_right_2.jpg"
7,"Type4comp_trial3","Type4comp","FuncComp_feed_3_left.mp4",29,NA,"smashed_right_3.jpg","unsmashed_right_3.jpg","smashed_left_3.jpg","unsmashed_left_3.jpg"
7,"Type4comp_trial4","Type4comp","FuncComp_feed_3_right.mp4",30,NA,"smashed_left_3.jpg","unsmashed_left_3.jpg","smashed_right_3.jpg","unsmashed_right_3.jpg"
