"group","trial_name","trial_type","video_name","trialID","feedback","target","distractor1","distractor2","distractor3"
16,"Func2train_unchanged","Func2train","SingleFunc_train_push_unchanged_right_1.mp4",6,NA,NA,NA,NA,NA
17,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_1.mp4",5,NA,NA,NA,NA,NA
17,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_1.mp4",6,NA,NA,NA,NA,NA
18,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_1.mp4",5,NA,NA,NA,NA,NA
18,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_1.mp4",6,NA,NA,NA,NA,NA
19,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_2.mp4",5,NA,NA,NA,NA,NA
19,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_2.mp4",6,NA,NA,NA,NA,NA
20,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_2.mp4",5,NA,NA,NA,NA,NA
20,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_2.mp4",6,NA,NA,NA,NA,NA
21,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_1.mp4",5,NA,NA,NA,NA,NA
21,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_1.mp4",6,NA,NA,NA,NA,NA
22,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_1.mp4",5,NA,NA,NA,NA,NA
22,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_1.mp4",6,NA,NA,NA,NA,NA
23,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_2.mp4",5,NA,NA,NA,NA,NA
23,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_2.mp4",6,NA,NA,NA,NA,NA
24,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_left_2.mp4",5,NA,NA,NA,NA,NA
24,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_left_2.mp4",6,NA,NA,NA,NA,NA
25,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_1.mp4",5,NA,NA,NA,NA,NA
25,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_1.mp4",6,NA,NA,NA,NA,NA
26,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_1.mp4",5,NA,NA,NA,NA,NA
26,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_1.mp4",6,NA,NA,NA,NA,NA
27,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_2.mp4",5,NA,NA,NA,NA,NA
27,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_2.mp4",6,NA,NA,NA,NA,NA
28,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_1.mp4",5,NA,NA,NA,NA,NA
28,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_1.mp4",6,NA,NA,NA,NA,NA
29,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_1.mp4",5,NA,NA,NA,NA,NA
29,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_1.mp4",6,NA,NA,NA,NA,NA
30,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_2.mp4",5,NA,NA,NA,NA,NA
30,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_2.mp4",6,NA,NA,NA,NA,NA
31,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_1.mp4",5,NA,NA,NA,NA,NA
31,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_1.mp4",6,NA,NA,NA,NA,NA
32,"Func2train_changed","Func2train","SingleFunc_train_smash_changed_right_2.mp4",5,NA,NA,NA,NA,NA
32,"Func2train_unchanged","Func2train","SingleFunc_train_smash_unchanged_right_2.mp4",6,NA,NA,NA,NA,NA
